year,bill_no,bill_sponsor,party,committee,witness_for,witness_for_org,law
2018,1017,Paul Wieland,R,"Seniors, Families and Children",Trina Ragain,Operation Food Search,no
2018,1017,Paul Wieland,R,"Seniors, Families and Children",Jeanette Mott Oxford,Empower Missouri,no
2018,1017,Paul Wieland,R,"Seniors, Families and Children",George D. Heib,Free Women's Center of Pulaski County,no
2018,1017,Paul Wieland,R,"Seniors, Families and Children",Samuel Lee,Campaign Life Missouri,no
2018,992,David Sater,R,"Seniors, Families and Children",Mary Beck,self,no
2018,992,David Sater,R,"Seniors, Families and Children",Anna Martin,self,no
2018,992,David Sater,R,"Seniors, Families and Children",Caitlin Whaley,Missouri Department of Social Services,no
2018,985,Jeanie Riddle,R,"Seniors, Families and Children",Brian Bernskoetter,Missouri Head Start Association,no
2018,985,Jeanie Riddle,R,"Seniors, Families and Children",Linda Rallo,Kids Win Missouri,no
2018,985,Jeanie Riddle,R,"Seniors, Families and Children",Jessica Seitz,Missouri KidsFirst,no
2018,985,Jeanie Riddle,R,"Seniors, Families and Children",Sarah Topp,Missouri State Alliance of YMCAs,no
2018,985,Jeanie Riddle,R,"Seniors, Families and Children",Allison Gee,Missouri Parents as Teachers Association,no
2018,913,Caleb Rowden,R,"Seniors, Families and Children",Kaycee Nail,FosterAdopt Connect,no
2018,913,Caleb Rowden,R,"Seniors, Families and Children",Caitlin Whaley,Missouri Department of Social Services,no
2018,913,Caleb Rowden,R,"Seniors, Families and Children",Jessica Seitz,Missouri KidsFirst,no
2018,986,Jeanie Riddle,R,"Seniors, Families and Children",Kaycee Nail,March of Dimes,no
2018,965,S. Kiki Curls,D,"Seniors, Families and Children",Janelle Reed,Victory Mission,no
2018,965,S. Kiki Curls,D,"Seniors, Families and Children",Janelle Reed,Single Moms Rock,no
2018,965,S. Kiki Curls,D,"Seniors, Families and Children",Trenton Sims,Victory Mission,no
2018,1008,Jeanie Riddle,R,"Seniors, Families and Children",none,none,no
2018,971,Sandy Crawford,R,"Seniors, Families and Children",Caitlin Whaley,Missouri Department of Social Services,no
2018,991,Scott Sifton,D,"Seniors, Families and Children",Jay Hardenbrook,AARP,no
2018,991,Scott Sifton,D,"Seniors, Families and Children",Tami Holliday,American Cancer Society,no
2018,886,Caleb Rowden,R,Progress and Development,Charlie Wiegert,CDM Fantasy Sports,no
2018,886,Caleb Rowden,R,Progress and Development,Timothy Jenson,RealTime Fantasy Sports,no
2018,886,Caleb Rowden,R,Progress and Development,Sean Ostrow,Fantasy Sports Trade Association,no
2018,697,Gary Romine,R,Progress and Development,Mark Maassen,Missouri Press Association,no
2018,697,Gary Romine,R,Progress and Development,Michael Michelson,Elks Lodges of Missouri,no
2018,1009,Caleb Rowden,R,Progress and Development,William Gamble,Ameristar Casino,no
2018,1009,Caleb Rowden,R,Progress and Development,Michael Winter,Missouri Gaming Association,no
2018,1009,Caleb Rowden,R,Progress and Development,Chris Liese,Eldorado Resorts,no
2018,1009,Caleb Rowden,R,Progress and Development,Brent Hemphill,Penn National Gaming,no
2018,1013,Denny Hoskins,R,Progress and Development,Bryan Seeley,Major League Baseball,no
2018,1013,Denny Hoskins,R,Progress and Development,Chris Roepe,St. Louis Cardinals,no
2018,597,Jeanie Riddle,R,Professional Registration,James Quinn,Missouri Chiropractor Physicians Association,no
2018,597,Jeanie Riddle,R,Professional Registration,James Quinn,James Chiropractic,no
2018,597,Jeanie Riddle,R,Professional Registration,Leonard Suitor,chiropractor,no
2018,597,Jeanie Riddle,R,Professional Registration,John McGowan,self,no
2018,597,Jeanie Riddle,R,Professional Registration,Ross Mattox,Missouri Chiropractor Physicians Association,no
2018,613,Andrew Koenig,R,Professional Registration,Dan Alban,Institute for Justice,no
2018,613,Andrew Koenig,R,Professional Registration,Tameka Stigers,self,no
2018,613,Andrew Koenig,R,Professional Registration,J. Kendall Seal,Women's Foundation,no
2018,613,Andrew Koenig,R,Professional Registration,Jeremy Cady,Americans for Prosperity,no
2018,600,Dave Schatz,R,Professional Registration,Jason Zamkus,National Association of Professional Employer Organizations,no
2018,600,Dave Schatz,R,Professional Registration,Melissa Kelly,National Association of Professional Employer Organizations,no
2018,600,Dave Schatz,R,Professional Registration,Justin Worrell,TriNet,no
2018,600,Dave Schatz,R,Professional Registration,Tom Jones,National Association of Professional Employer Organizations,no
2018,600,Dave Schatz,R,Professional Registration,Tom Jones,Employer Advantage LLC,no
2018,600,Dave Schatz,R,Professional Registration,David Campanini,C. Clarity C,no
2018,862,Dave Schatz,R,Professional Registration,none,none,yes
2018,840,Caleb Rowden,R,Professional Registration,Brenda Roling,Academy of Nutrition & Dietetics,yes
2018,814,Jeanie Riddle,R,Professional Registration,Opeoluwa Sotonwa,Missouri Commission for the Deaf and Hard of Hearing,yes
2018,796,Andrew Koenig,R,Professional Registration,Timothy Trull,University of Missouri,no
2018,765,Jeanie Riddle,R,Professional Registration,none,none,no
2018,848,Jeanie Riddle,R,Professional Registration,Opeoluwa Sotonwa,Missouri Commission for the Deaf and Hard of Hearing,no
2018,844,Jeanie Riddle,R,Professional Registration,none,none,no
2018,843,Jeanie Riddle,R,Professional Registration,Emily VanSchenkhof,Children's Trust Fund,yes
2018,843,Jeanie Riddle,R,Professional Registration,Kyna Iman,International Interior Designers Association,yes
2018,843,Jeanie Riddle,R,Professional Registration,Kyna Iman,Gateway Mid-America Chapter,yes
2018,821,Mike Cunningham,R,Professional Registration,Kathleen Steele Danner,"Lori Scheidt, executive director of Missouri State Board of Nursing",no
2018,821,Mike Cunningham,R,Professional Registration,Kyna Iman,Missouri Nurses Association,no
2018,835,Caleb Rowden,R,Professional Registration,Bruce Hillis,self,no
2018,835,Caleb Rowden,R,Professional Registration,Eric Kirberg,Roofing & Siding Contractors Association,no
2018,677,Bill Eigel,R,Professional Registration,Becky Lohmann,Women's Foundation,no
2018,677,Bill Eigel,R,Professional Registration,Bruce Hillis,self,no
2018,677,Bill Eigel,R,Professional Registration,Eric Kirberg,Roofing & Siding Contractors Association,no
2018,790,Mike Cierpoit,R,Professional Registration,Jason Shupp,Ferguson Roofing Company,no
2018,790,Mike Cierpoit,R,Professional Registration,Bruce Hillis,self,no
2018,931,Jeanie Riddle,R,Professional Registration,Jason White,Mid-America Regional Council,no
2018,931,Jeanie Riddle,R,Professional Registration,Jason White,Missouri Emergency Medical Services Association,no
2018,931,Jeanie Riddle,R,Professional Registration,Trent Ford,Ambulance District Association of Missouri,no
2018,931,Jeanie Riddle,R,Professional Registration,Brent Hemphill,Missouri Ambulance Association,no
2018,931,Jeanie Riddle,R,Professional Registration,Jorgen Schlemeier,Fire Service Alliance,no
2018,931,Jeanie Riddle,R,Professional Registration,Scott Marrs,Missouri Hospital Association,no
2018,926,Jeanie Riddle,R,Professional Registration,Michael Grote,ARRT,no
2018,926,Jeanie Riddle,R,Professional Registration,Diane Hutton,Missouri Society of Radiologic Technologists,no
2018,926,Jeanie Riddle,R,Professional Registration,Janet Akers-Montgomery,Missouri Society of Radiologic Technologists,no
2018,824,Mike Cunningham,R,Professional Registration,Lori Scheidt,Missouri State Board of Nursing,no
2018,824,Mike Cunningham,R,Professional Registration,Kyna Iman,Missouri Nurses Association,no
2018,824,Mike Cunningham,R,Professional Registration,Derek Leffert,Association of Missouri Nurse Practitioners,no
2018,824,Mike Cunningham,R,Professional Registration,Scott Marrs,Missouri Hospital Association,no
2018,745,David Sater,R,Professional Registration,Kyna Iman,Missouri Nurses Association,no
2018,745,David Sater,R,Professional Registration,Derek Leffert,Association of Missouri Nurse Practitioners,no
2018,745,David Sater,R,Professional Registration,Katie Reichard,Missouri Coalition for Community Behavioral Healthcare,no
2018,745,David Sater,R,Professional Registration,William Bates,LeadingAge Missouri,no
2018,745,David Sater,R,Professional Registration,Erin Elliott,Missouri Family Health Council,no
2018,745,David Sater,R,Professional Registration,Jessica Petrie,Missouri Association of Rural Health Clinics,no
2018,745,David Sater,R,Professional Registration,Jessica Petrie,BJC HealthCare,no
2018,745,David Sater,R,Professional Registration,Scott Marrs,Missouri Hospital Association,no
2018,745,David Sater,R,Professional Registration,Joe Miller,Missouri Primary Care Association,no
2018,950,Brian Munzlinger,R,Professional Registration,Dwight McLeod,A.T. Still Unversity School of Dentistry and Oral Health,no
2018,950,Brian Munzlinger,R,Professional Registration,Connie White,UMKC School of Dentistry,no
2018,950,Brian Munzlinger,R,Professional Registration,Shantel Smith,Missouri Dental Association,no
2018,920,Jeanie Riddle,R,Professional Registration,Sam Licklider,Missouri Association of Realtors,no
2018,920,Jeanie Riddle,R,Professional Registration,Steven Graham,Missouri Association of Realtors,no
2018,733,Scott Sifton,D,Professional Registration,Adam Andreassen,Missouri Psychological Association,no
2018,733,Scott Sifton,D,Professional Registration,Adam Andreassen,Burrell Behavioral Health,no
2018,1039,Dan Hegeman,R,Professional Registration,Rob Monsees,Missouri Hospital Association,no
2018,988,Caleb Rowden,R,Professional Registration,James Harris,Opportunity Solutions Project,no
2018,988,Caleb Rowden,R,Professional Registration,Becky Lohmann,Women's Foundation,no
2018,1075,Jeanie Riddle,R,Professional Registration,Joe Pierle,Missouri Primary Care Association,no
2018,1020,Sandy Crawford,R,Professional Registration,Alex Eaton,Missouri Coroners & Medical Examiners Association,no
2018,1068,David Sater,R,Professional Registration,Sarah Wilson,Missouri Hospital Association,no
2018,1068,David Sater,R,Professional Registration,Greg Teale,St. Luke's Health System,no
2018,1068,David Sater,R,Professional Registration,Jim Moody,Truman Medical Centers,no
2018,1088,Caleb Rowden,R,Professional Registration,Robert Nolte,University of Missouri Athletics Department,no
2018,591,Dan Hegeman,R,Local Government and Elections,Bill Gamble,City of Kansas City,no
2018,591,Dan Hegeman,R,Local Government and Elections,Phil Steinhaus,Columbia Housing Authority,no
2018,591,Dan Hegeman,R,Local Government and Elections,Jorgen Schlemeier,Missouri Workforce Housing Association,no
2018,590,Dan Hegeman,R,Local Government and Elections,none,none,yes
2018,893,David Sater,R,Local Government and Elections,Matthew Panik,Missouri Chamber of Commerce and Industry,no
2018,893,David Sater,R,Local Government and Elections,Richard Sheets,Missouri Municipal League,no
2018,893,David Sater,R,Local Government and Elections,Diane Thompson,Missouri Association of County Clerks and Election Authorities,no
2018,893,David Sater,R,Local Government and Elections,Shannon Cooper,Missouri Cattlemen's Association,no
2018,893,David Sater,R,Local Government and Elections,Brent Hemphill,Missouri Pork Association,no
2018,893,David Sater,R,Local Government and Elections,BJ Tanksley,Missouri Farm Bureau,no
2018,876,David Sater,R,Local Government and Elections,none,none,no
2018,704,Dan Hegeman,R,Local Government and Elections,none,none,no
2018,702,Dan Hegeman,R,Local Government and Elections,none,none,no
2018,592,Dan Hegeman,R,Local Government and Elections,John Ashcroft,Missouri Secretary of State's Office,yes
2018,774,Brian Munzlinger,R,Local Government and Elections,Scott Marrs,County Commissioners Association of Missouri,no
2018,774,Brian Munzlinger,R,Local Government and Elections,Trent Watson,Missouri Association of Counties,no
2018,757,Dave Schatz,R,Local Government and Elections,none,none,no
2018,940,Dan Hegeman,R,Local Government and Elections,none,none,no
2018,933,Dan Hegeman,R,Local Government and Elections,Brian Handshy,Renovate America,no
2018,933,Dan Hegeman,R,Local Government and Elections,Tom Dempsey,Renovate America,no
2018,933,Dan Hegeman,R,Local Government and Elections,Brenda Walters,Cornerstone Home Improvement Inc.,no
2018,933,Dan Hegeman,R,Local Government and Elections,Alan Kindall,self,no
2018,870,Dan Hegeman,R,Local Government and Elections,Mark Alexander,Missouri Ambulance Association,yes
2018,870,Dan Hegeman,R,Local Government and Elections,Charles Doss,State Advising Council for EMS,yes
2018,870,Dan Hegeman,R,Local Government and Elections,Trent Ford,Ambulance District Association of Missouri,yes
2018,870,Dan Hegeman,R,Local Government and Elections,Frank Foster,self,yes
2018,870,Dan Hegeman,R,Local Government and Elections,Brian Foster,self,yes
2018,870,Dan Hegeman,R,Local Government and Elections,Jason White,Missouri Emergency Medical Services Association,yes
2018,658,Dan Hegeman,R,Local Government and Elections,Justin Arnold,Missouri Chamber of Commerce and Industry,no
2018,658,Dan Hegeman,R,Local Government and Elections,Christine Page,Missouri American Water,no
2018,665,Dave Schatz,R,Local Government and Elections,none,none,no
2018,729,Wayne Wallingford,R,Local Government and Elections,none,none,no
2018,973,John Rizzo,D,Local Government and Elections,M. Tye Grant,"Board of Police Commissioners, Kansas City",no
2018,973,John Rizzo,D,Local Government and Elections,Bill Gamble,City of Kansas City,no
2018,973,John Rizzo,D,Local Government and Elections,Gary Burton,Kansas City Fraternal Order of Police,no
2018,770,Dan Hegeman,R,Local Government and Elections,Trent Watson,Missouri Association of Counties,no
2018,770,Dan Hegeman,R,Local Government and Elections,Trent Watson,Buchanan County,no
2018,756,David Sater,R,Local Government and Elections,Sam Licklider,Missouri Association of Realtors,no
2018,756,David Sater,R,Local Government and Elections,Ralph Bray,Recorders Association of Missouri,no
2018,692,Ed Emery,R,Local Government and Elections,Holly Stark,City of Peculiar,no
2018,692,Ed Emery,R,Local Government and Elections,Cydney Mayfield,City of Peculiar,no
2018,692,Ed Emery,R,Local Government and Elections,Cydney Mayfield,City of Centralia,no
2018,692,Ed Emery,R,Local Government and Elections,Cydney Mayfield,City of Fayette,no
2018,692,Ed Emery,R,Local Government and Elections,Cydney Mayfield,City of Blue Springs,no
2018,692,Ed Emery,R,Local Government and Elections,Cydney Mayfield,City of Lincoln,no
2018,692,Ed Emery,R,Local Government and Elections,Cydney Mayfield,City of Tipton,no
2018,692,Ed Emery,R,Local Government and Elections,Cydney Mayfield,City of Pleasant Valley,no
2018,692,Ed Emery,R,Local Government and Elections,Judy Williams,Mayor of Garden City,no
2018,692,Ed Emery,R,Local Government and Elections,Donna Furr,Court Administrator of Raymore,no
2018,692,Ed Emery,R,Local Government and Elections,Megan Pfannenstiel,City of Kansas City,no
2018,692,Ed Emery,R,Local Government and Elections,Linda Miller,City Prosecutor of Kansas City,no
2018,692,Ed Emery,R,Local Government and Elections,Pat Kelly,Municipal League of Metro St. Louis,no
2018,692,Ed Emery,R,Local Government and Elections,Richard Sheets,Missouri Municipal League,no
2018,692,Ed Emery,R,Local Government and Elections,Brian Hasek,City of Harrisonville,no
2018,692,Ed Emery,R,Local Government and Elections,Scott Marrs,City of Springfield,no
2018,692,Ed Emery,R,Local Government and Elections,Robert Lourwood,Mayor of Ironton,no
2018,692,Ed Emery,R,Local Government and Elections,Jewell Patek,City of Riverside,no
2018,554,Bob Dixon,R,Local Government and Elections,Scott Marrs,City of Springfield,no
2018,935,Dan Hegeman,R,Local Government and Elections,Harry Hill,Missouri Rural Water Association,no
2018,885,Caleb Rowden,R,Local Government and Elections,Cydney Mayfield,City of Centralia,no
2018,885,Caleb Rowden,R,Local Government and Elections,Matthew Harline,City of Centralia,no
2018,885,Caleb Rowden,R,Local Government and Elections,Tom Grenke,"Mayor, City of Centralia",no
2018,827,David Sater,R,Local Government and Elections,Caitlin Whaley,Missouri Department of Social Services,no
2018,657,Dan Hegeman,R,Local Government and Elections,none,none,no
2018,796,Wayne Wallingford,R,Local Government and Elections,Randy Scherr,Missouri Library Association,no
2018,853,Wayne Wallingford,R,Local Government and Elections,Dave Overfelt,Missouri Grocers Association,no
2018,853,Wayne Wallingford,R,Local Government and Elections,Dave Overfelt,Missouri Retailers Association,no
2018,853,Wayne Wallingford,R,Local Government and Elections,Brad Jones,National Federation of Independent Business,no
2018,853,Wayne Wallingford,R,Local Government and Elections,Matt Seaholm,Plastics Industry Association,no
2018,853,Wayne Wallingford,R,Local Government and Elections,Justin Arnold,Missouri Chamber of Commerce and Industry,no
2018,650,Gary Romine,R,Local Government and Elections,none,none,no
2018,580,Doug Libla,R,Local Government and Elections,none,none,no
2018,568,Mike Cunningham,R,Local Government and Elections,Roye Owen,Missouri Sheriffs Association,yes
2018,568,Mike Cunningham,R,Local Government and Elections,Mark Owen,Missouri Sheriffs Association,yes
2018,1043,Mike Cierpoit,R,Local Government and Elections,none,none,no
2018,1042,Bob Onder,R,Local Government and Elections,David Jackson,Luetkenhaus Properties,no
2018,1038,Bob Dixon,R,Local Government and Elections,none,none,no
2018,1067,Bill Eigel,R,Local Government and Elections,Phillip Michaels,self,no
2018,1067,Bill Eigel,R,Local Government and Elections,Cynthia Richards,Missouri's Coalition for Transparent and Secure Elections,no
2018,1067,Bill Eigel,R,Local Government and Elections,Dave Guest,self,no
2018,1002,Dan Hegeman,R,Local Government and Elections,Richard Ward,self,no
2018,993,Jamilah Nasheed,D,Local Government and Elections,Tishaura Jones,St. Louis Treasurer,no
2018,993,Jamilah Nasheed,D,Local Government and Elections,Ellen O'Neill,Office of Financial Empowerment,no
2018,993,Jamilah Nasheed,D,Local Government and Elections,Abigail Buckhouse,Office of Financial Empowerment,no
2018,993,Jamilah Nasheed,D,Local Government and Elections,Tracy Verner,1st Financial Federal Credit Union,no
2018,1032,Wayne Wallingford,R,Local Government and Elections,Adam Davis,Missouri Association of Realtors,no
2018,1032,Wayne Wallingford,R,Local Government and Elections,Stephan Franke,self,no
2018,1032,Wayne Wallingford,R,Local Government and Elections,George Walley,Northeast Missouri Economic Development Council,no
2018,1032,Wayne Wallingford,R,Local Government and Elections,Fred Dreiling,The Builders' Association,no
2018,1032,Wayne Wallingford,R,Local Government and Elections,Elizabeth Rosin,Rosin Preservation,no
2018,1032,Wayne Wallingford,R,Local Government and Elections,Peter Noonan,Commerce Bank,no
2018,1032,Wayne Wallingford,R,Local Government and Elections,Vincent Schoemehl,self,no
2018,1012,David Sater,R,Local Government and Elections,Jack Schulz,Monette and Lawrence County 911 Board,no
2018,1012,David Sater,R,Local Government and Elections,Bonnie Witt-Schulte,Monette-Lawrence County 911 Emergency Services,no
2018,594,Paul Wieland,R,Insurance and Banking,Rich AuBuchon,Property Casualty Insurers Association of America,yes
2018,594,Paul Wieland,R,Insurance and Banking,Rich AuBuchon,The Doctors Company,yes
2018,594,Paul Wieland,R,Insurance and Banking,Michael Stern,Chubb Insurance,yes
2018,594,Paul Wieland,R,Insurance and Banking,Michael Stern,Missouri Insurance Coalition,yes
2018,594,Paul Wieland,R,Insurance and Banking,Mark Johnston,National Association of Mutual Insurance Companies,yes
2018,594,Paul Wieland,R,Insurance and Banking,Larry Case,Missouri Association of Insurance Agents,yes
2018,594,Paul Wieland,R,Insurance and Banking,Steve Schneider,American Insurance Association,yes
2018,593,Paul Wieland,R,Insurance and Banking,Rich Lamb,Missouri Department of Insurance,yes
2018,593,Paul Wieland,R,Insurance and Banking,Shannon Cooper,Blue Cross and Blue Shield of Kansas City,yes
2018,593,Paul Wieland,R,Insurance and Banking,Scott Swain,Swiss RE,yes
2018,593,Paul Wieland,R,Insurance and Banking,Rich AuBuchon,Property Casualty Insurers Association of America,yes
2018,593,Paul Wieland,R,Insurance and Banking,Calvin Call,Missouri Insurance Coalition,yes
2018,593,Paul Wieland,R,Insurance and Banking,William Rearden,Reinsurance Group of America,yes
2018,623,Sandy Crawford,R,Insurance and Banking,Kyna Iman,Metropolitan St. Louis Sewer District,yes
2018,623,Sandy Crawford,R,Insurance and Banking,Charles Arnold,Missouri Independent Bankers Association,yes
2018,623,Sandy Crawford,R,Insurance and Banking,Ian Dunlap,Heartland Credit Union Association,yes
2018,623,Sandy Crawford,R,Insurance and Banking,Craig Overfelt,Missouri Bankers Association,yes
2018,769,Mike Cunningham,R,Insurance and Banking,Craig Overfelt,Missouri Bankers Association,yes
2018,569,Mike Cunningham,R,Insurance and Banking,Craig Overfelt,Missouri Bankers Association,no
2018,569,Mike Cunningham,R,Insurance and Banking,David Healy,Missouri Trust & Investment Company,no
2018,569,Mike Cunningham,R,Insurance and Banking,David Healy,"Appleby Healy, Attorneys at Law",no
2018,569,Mike Cunningham,R,Insurance and Banking,Tim Parrish,Missouri Trust & Investment Company,no
2018,639,David Sater,R,Insurance and Banking,none,none,no
2018,860,Andrew Koenig,R,Insurance and Banking,Kyna Iman,Missouri Association of Health Underwriters,no
2018,860,Andrew Koenig,R,Insurance and Banking,Brian Bunten,United Healthcare,no
2018,955,Mike Cunningham,R,Insurance and Banking,Dave Monaghan,American Family Insurance,no
2018,955,Mike Cunningham,R,Insurance and Banking,Mike Lane,State Farm Insurance,no
2018,955,Mike Cunningham,R,Insurance and Banking,Calvin Call,Missouri Insurance Coalition,no
2018,955,Mike Cunningham,R,Insurance and Banking,Brian Grace,Shelter Insurance,no
2018,908,Paul Wieland,R,Insurance and Banking,David Smith,Anthem Blue Cross and Blue Shield,no
2018,908,Paul Wieland,R,Insurance and Banking,Brian Bunten,United Healthcare,no
2018,908,Paul Wieland,R,Insurance and Banking,Mike Winter,American Council of Life Insurers,no
2018,908,Paul Wieland,R,Insurance and Banking,Shannon Cooper,Blue Cross and Blue Shield of Kansas City,no
2018,908,Paul Wieland,R,Insurance and Banking,Randy Scherr,Life Insurance Association of Missouri,no
2018,908,Paul Wieland,R,Insurance and Banking,Dave Monaghan,Missouri Insurance Coalition,no
2018,943,Paul Wieland,R,Insurance and Banking,Richard Brownlee,American Memorial Life Insurance Company,no
2018,943,Paul Wieland,R,Insurance and Banking,Donald Otto,Missouri Funeral Directors and Embalmers Association,no
2018,942,Paul Wieland,R,Insurance and Banking,Craig Overfelt,Missouri Bankers Association,no
2018,942,Paul Wieland,R,Insurance and Banking,Michael Blanton,self,no
2018,962,Paul Wieland,R,Insurance and Banking,Chlora Lindley-Myers,Missouri Department of Insurance,no
2018,962,Paul Wieland,R,Insurance and Banking,Brandon Koch,Missouri Insurance Coalition,no
2018,962,Paul Wieland,R,Insurance and Banking,Brandon Koch,Anthem Blue Cross and Blue Shield,no
2018,962,Paul Wieland,R,Insurance and Banking,Shannon Cooper,Blue Cross and Blue Shield of Kansas City,no
2018,914,Sandy Crawford,R,Insurance and Banking,Brandon Koch,Missouri Insurance Coalition,no
2018,914,Sandy Crawford,R,Insurance and Banking,Richard Brownlee,"Assurant, Inc.",no
2018,852,Wayne Wallingford,R,Insurance and Banking,Vincent Rapini,Missouri Dental Association,no
2018,852,Wayne Wallingford,R,Insurance and Banking,David Dear,dentist,no
2018,852,Wayne Wallingford,R,Insurance and Banking,Shantel Smith,Missouri Dental Association,no
2018,805,Sandy Crawford,R,Insurance and Banking,Jeremy Milarsky,Missouri Coalition of Children's Agencies,no
2018,805,Sandy Crawford,R,Insurance and Banking,Jennifer Carter Dochler,Missouri Coalition Against Domestic and Sexual Violence,no
2018,805,Sandy Crawford,R,Insurance and Banking,Kaycee Nail,FosterAdopt Connect,no
2018,805,Sandy Crawford,R,Insurance and Banking,Caitlin Whaley,Missouri Department of Social Services,no
2018,982,Paul Wieland,R,Insurance and Banking,Rob Monsees,Missouri Hospital Association,yes
2018,982,Paul Wieland,R,Insurance and Banking,Jorgen Schlemeier,Missouri College of Emergency Physicians,yes
2018,982,Paul Wieland,R,Insurance and Banking,Brent Hemphill,BJC HealthCare,yes
2018,879,Paul Wieland,R,Insurance and Banking,Samuel Lee,Missouri Right to Life,no
2018,879,Paul Wieland,R,Insurance and Banking,Samuel Lee,Campaign Life Missouri,no
2018,879,Paul Wieland,R,Insurance and Banking,Erin Elliott,Missouri Family Health Council,no
2018,879,Paul Wieland,R,Insurance and Banking,Matt Keppler,March of Dimes,no
2018,981,Paul Wieland,R,Insurance and Banking,Mark Stockwell,Missouri United School Insurance Council,yes
2018,1072,Paul Wieland,R,Insurance and Banking,Rob Monsees,Missouri Hospital Association,no
2018,1072,Paul Wieland,R,Insurance and Banking,Andrew Wheeler,Missouri Hospital Association,no
2018,1072,Paul Wieland,R,Insurance and Banking,Shawn D'Abreu,Missouri Health Care for All,no
2018,1072,Paul Wieland,R,Insurance and Banking,Shannon Cooper,Blue Cross and Blue Shield of Kansas City,no
2018,1072,Paul Wieland,R,Insurance and Banking,Chris Long,St. Louis Area Business Health Coalition,no
2018,1072,Paul Wieland,R,Insurance and Banking,David Smith,Anthem Blue Cross and Blue Shield,no
2018,1074,Caleb Rowden,R,Insurance and Banking,Robyn Schelp,self,no
2018,1074,Caleb Rowden,R,Insurance and Banking,Molly Myers,self,no
2018,1074,Caleb Rowden,R,Insurance and Banking,Chastidy A. Bailey,self,no
2018,1074,Caleb Rowden,R,Insurance and Banking,Christina M. Ingoglia,self,no
2018,1074,Caleb Rowden,R,Insurance and Banking,SungWoo Kahug,Missouri Association for Behavior Analysis,no
2018,1074,Caleb Rowden,R,Insurance and Banking,Diana Baldwin,Missouri Occupational Therapy Association,no
2018,959,Jeanie Riddle,R,Insurance and Banking,Dave Overfelt,Missouri Retailers Association,no
2018,959,Jeanie Riddle,R,Insurance and Banking,Dave Overfelt,Missouri Growth Association,no
2018,959,Jeanie Riddle,R,Insurance and Banking,Heath Clarkston,Kum & Go Convenience Stores,no
2018,959,Jeanie Riddle,R,Insurance and Banking,Craig Overfelt,Missouri Bankers Association,no
2018,959,Jeanie Riddle,R,Insurance and Banking,Charles Arnold,Missouri Independent Bankers Association,no
2018,959,Jeanie Riddle,R,Insurance and Banking,Ian Dunlap,Heartland Credit Union Association,no
2018,718,Bill Eigel,R,Health and Pensions,Darryl Munden,RX Outreach,yes
2018,699,Scott Sifton,D,Health and Pensions,Sarah Gentry,Paraquad,no
2018,699,Scott Sifton,D,Health and Pensions,Sarah Schwegel,self,no
2018,699,Scott Sifton,D,Health and Pensions,Wayne Lee,self,no
2018,699,Scott Sifton,D,Health and Pensions,Shawn D'Abreu,Missouri Health Care for All,no
2018,747,Ed Emery,R,Health and Pensions,Jim Gwimer,Missouri Century Foundation,no
2018,628,Brian Munzlinger,R,Health and Pensions,Ryan Britt,Missouri Association of Soil and Water Conservation Districts,no
2018,628,Brian Munzlinger,R,Health and Pensions,Matthew Blansett,Missouri Association of Soil and Water Conservation Districts,no
2018,628,Brian Munzlinger,R,Health and Pensions,Jeff Kempker,Local Government Employees Retirement System (LAGERS),no
2018,660,Jeanie Riddle,R,Health and Pensions,Richard Gowdy,Missouri Department of Mental Health,yes
2018,910,David Sater,R,Health and Pensions,Caitlin Whaley,Missouri Department of Social Services,no
2018,951,Sandy Crawford,R,Health and Pensions,Rob Monsees,Missouri Hospital Association,yes
2018,951,Sandy Crawford,R,Health and Pensions,Sarah Wilson,Missouri Hospital Association,yes
2018,951,Sandy Crawford,R,Health and Pensions,Jessica Pabst,SSM Health Care,yes
2018,951,Sandy Crawford,R,Health and Pensions,Kathi Harness,St. Luke's Health System,yes
2018,928,Bob Onder,R,Health and Pensions,David Barbe,Missouri State Medical Association,no
2018,928,Bob Onder,R,Health and Pensions,Chris Sampson,Missouri College of Emergency Physicians,no
2018,928,Bob Onder,R,Health and Pensions,Erin Gleim,St. Louis University,no
2018,928,Bob Onder,R,Health and Pensions,Sidney Watson,St. Louis University,no
2018,928,Bob Onder,R,Health and Pensions,Jeff Davis,Missouri Association of Osteopathic Physicians and Surgeons,no
2018,928,Bob Onder,R,Health and Pensions,Susan Koesterer,Christian Hospital,no
2018,928,Bob Onder,R,Health and Pensions,Rob Monsees,Missouri Hospital Association,no
2018,928,Bob Onder,R,Health and Pensions,Shawn D'Abreu,Missouri Health Care for All,no
2018,928,Bob Onder,R,Health and Pensions,Jessica Pabst,SSM Health Care,no
2018,928,Bob Onder,R,Health and Pensions,Teresa Coyan,CoxHealth,no
2018,928,Bob Onder,R,Health and Pensions,Karen Englert,American Heart Association,no
2018,928,Bob Onder,R,Health and Pensions,Kimberly Schoots,Missouri Dermatological Society Association,no
2018,928,Bob Onder,R,Health and Pensions,Mike Winter,Hospital Corporations of America,no
2018,928,Bob Onder,R,Health and Pensions,Kathi Harness,St. Luke's Health System,no
2018,902,Jacob Hummel,D,Health and Pensions,John Brewer,Firefighters Retirement System,no
2018,902,Jacob Hummel,D,Health and Pensions,Demetris Alfred,International Association of Fire Fighters Local 73,no
